Open,Close,High,Low,Number of Trades,Volume,Volume Weighted Average,Increase
149.9,149.9,149.9,149.9,3,202,149.9,0
149.92,149.9,149.92,149.9,3,876,149.910274,0
150.25,150.25,150.25,150.25,7,206,150.249078,1
150.03,150.03,150.03,150.03,1,16396,150.03,0
150.1,150.1,150.1,150.1,2,402,150.100498,1
150.02,150.02,150.02,150.02,1,100,150.02,1
150,150,150,150,1,175,150,0
150.1,150.1,150.1,150.1,2,598,150.1,0
150.3899,150.3899,150.3899,150.3899,1,100,150.3899,1
150.1,150.1,150.1,150.1,2,110,150.122727,1
150.05,150.05,150.05,150.05,4,1022,150.050049,1
150,150,150,150,2,201,150.00199,0
150.03,150.03,150.03,150.03,2,4596,150.030037,1
150,150,150,150,28,417,150.020954,1
149.6,149.63,149.91,149.63,301,92270,149.835834,1
149.72,149.59,149.76,149.54,174,11765,149.658476,1
149.59,149.53,149.68,149.39,356,25119,149.562496,0
149.535,149.55,149.69,149.53,227,17071,149.631202,1
149.52,149.375,149.53,149.34,217,13660,149.476479,1
149.33,149.23,149.35,149.18,373,22283,149.253727,1
149.19,148.9901,149.22,148.99,270,14771,149.073751,0
149.0023,149.1,149.1,148.94,211,15704,149.015424,1
149.11,149.05,149.14,149.04,171,12889,149.103857,1
149.01,148.97,149.1072,148.97,138,8376,149.03722,1
148.97,148.92,149.0336,148.85,299,12760,148.957096,0
148.91,148.95,149.05,148.87,253,14883,148.944995,1
148.9792,148.6818,149,148.67,150,8788,148.844246,1
148.69,148.67,148.71,148.61,165,10840,148.668663,1
148.67,148.65,148.76,148.62,75,3274,148.697686,0
148.64,148.8,148.8,148.6,188,11176,148.671966,0
148.789,148.8822,148.93,148.765,226,9351,148.841754,0
148.9,148.9688,148.9688,148.86,173,8101,148.908504,1
148.97,148.83,148.97,148.82,105,4753,148.905432,0
148.8276,148.85,148.87,148.78,146,9011,148.832257,0
148.88,148.85,148.935,148.85,124,5675,148.890742,0
148.88,148.94,148.94,148.82,120,7118,148.854837,1
148.95,148.895,148.98,148.88,104,5103,148.943316,0
148.9,148.91,148.9659,148.9,78,3129,148.935632,0
148.9,148.95,149.02,148.87,126,5156,148.955295,1
148.99,148.9101,148.99,148.9,64,4458,148.943604,0
148.925,149.0791,149.085,148.92,105,6636,148.991069,0
149.07,149.11,149.19,149.06,214,12497,149.129076,1
149.06,149.08,149.09,149.02,107,4268,149.057897,1
149.12,149.06,149.12,149.05,113,4610,149.089056,0
149.0997,149.08,149.18,149.06,174,11870,149.104773,0
149.11,149.19,149.27,149.11,170,9770,149.170962,0
149.19,149.21,149.21,149.1472,124,6603,149.176595,0
149.212,149.25,149.28,149.212,141,4708,149.255108,0
149.22,149.27,149.27,149.21,109,5019,149.234027,0
149.32,149.35,149.38,149.3044,99,4370,149.345231,1
149.34,149.28,149.34,149.27,81,3292,149.301541,0
149.3,149.41,149.41,149.3,87,4537,149.364642,1
149.4,149.39,149.4054,149.3518,118,4556,149.386098,1
149.39,149.37,149.39,149.34,67,3182,149.369781,1
149.4,149.3131,149.4359,149.3131,165,7893,149.377926,1
149.32,149.3,149.32,149.25,110,6201,149.273398,0
149.325,149.34,149.3635,149.32,92,3839,149.350982,1
149.32,149.3,149.331,149.27,64,2318,149.311053,0
149.3,149.42,149.42,149.3,85,3723,149.355085,1
149.409,149.4,149.426,149.39,41,7177,149.416348,0
149.415,149.46,149.49,149.39,73,11940,149.442881,1
149.48,149.43,149.48,149.42,74,3546,149.43933,0
149.4496,149.45,149.46,149.43,46,2018,149.449869,0
149.47,149.46,149.48,149.44,87,3056,149.463051,0
149.44,149.53,149.53,149.44,68,5262,149.498308,1
149.505,149.5183,149.52,149.46,93,4854,149.495642,1
149.52,149.48,149.54,149.48,75,4473,149.505972,0
149.486,149.59,149.59,149.461,81,4869,149.515953,1
149.63,149.58,149.63,149.58,64,3368,149.613909,1
149.56,149.525,149.585,149.48,86,3054,149.531203,0
149.54,149.61,149.61,149.53,63,3294,149.567615,0
149.605,149.6634,149.665,149.605,98,4879,149.636378,1
149.65,149.62,149.65,149.5703,82,3962,149.603684,0
149.6,149.73,149.7496,149.6,92,9845,149.684322,1
149.7,149.61,149.7,149.61,89,3379,149.667045,1
149.64,149.6,149.64,149.53,106,4182,149.581486,1
149.61,149.57,149.61,149.57,52,2881,149.599327,0
149.585,149.57,149.6,149.55,118,4947,149.571456,0
149.57,149.6,149.6,149.53,93,5690,149.555095,0
149.58,149.65,149.65,149.57,172,8991,149.602945,1
149.65,149.59,149.65,149.59,70,2570,149.615544,1
149.595,149.54,149.62,149.54,85,2756,149.586666,1
149.55,149.47,149.55,149.47,74,2760,149.503146,1
149.47,149.39,149.48,149.32,151,7322,149.390719,0
149.4,149.41,149.43,149.39,102,4294,149.403157,1
149.44,149.38,149.45,149.375,79,4062,149.419103,1
149.37,149.36,149.4,149.35,83,3348,149.373106,0
149.41,149.4,149.41,149.37,59,3637,149.392302,1
149.4066,149.39,149.41,149.39,84,3890,149.397335,1
149.36,149.3174,149.36,149.31,84,3285,149.347181,0
149.325,149.355,149.355,149.27,86,6735,149.301941,1
149.36,149.33,149.37,149.3236,85,5124,149.350273,1
149.321,149.31,149.37,149.31,87,3233,149.337103,0
149.33,149.31,149.34,149.31,36,1259,149.326071,0
149.33,149.37,149.375,149.33,49,2394,149.352591,1
149.37,149.35,149.39,149.34,107,4110,149.357186,1
149.3539,149.33,149.37,149.33,60,1848,149.351523,1
149.35,149.3,149.355,149.3,90,4364,149.329245,1
149.29,149.29,149.3,149.27,88,3819,149.289577,0
149.295,149.305,149.33,149.29,109,6296,149.313522,1
149.305,149.27,149.31,149.25,115,5286,149.286099,0
149.28,149.33,149.35,149.25,102,5303,149.292071,0
149.35,149.37,149.37,149.345,55,3355,149.359482,0
149.37,149.39,149.3938,149.355,125,6216,149.377909,1
149.39,149.385,149.4,149.32,108,7940,149.375246,1
149.38,149.35,149.39,149.32,61,3318,149.363373,1
149.34,149.34,149.35,149.31,62,2173,149.333123,1
149.3411,149.295,149.3411,149.295,73,1789,149.310317,0
149.285,149.3,149.32,149.285,67,2791,149.309918,0
149.32,149.34,149.34,149.32,38,1466,149.333871,0
149.35,149.34,149.35,149.31,96,4415,149.331146,0
149.3597,149.3456,149.3597,149.3282,33,1647,149.340763,0
149.346,149.43,149.44,149.34,88,5069,149.390675,1
149.42,149.42,149.455,149.42,105,5370,149.432477,1
149.4,149.38,149.41,149.375,64,2775,149.396246,0
149.389,149.425,149.44,149.37,75,5327,149.408987,0
149.43,149.43,149.47,149.43,75,2949,149.442389,1
149.43,149.41,149.435,149.38,61,3236,149.408785,0
149.385,149.44,149.47,149.38,73,2511,149.437289,0
149.45,149.4666,149.4666,149.45,71,2413,149.458509,1
149.465,149.43,149.466,149.43,76,3133,149.45198,0
149.44,149.46,149.46,149.42,54,1906,149.44698,0
149.45,149.51,149.52,149.45,94,4608,149.488264,0
149.49,149.54,149.54,149.49,81,4626,149.521556,0
149.56,149.58,149.58,149.56,77,3966,149.570207,0
149.595,149.595,149.61,149.59,62,3571,149.594795,1
149.59,149.55,149.6,149.55,94,4150,149.571659,0
149.55,149.58,149.595,149.54,69,3749,149.568773,0
149.59,149.62,149.62,149.59,49,1605,149.614123,1
149.61,149.57,149.61,149.55,85,3539,149.579348,0
149.56,149.59,149.59,149.54,58,3437,149.572666,0
149.6,149.6399,149.64,149.59,97,3479,149.616862,1
149.64,149.61,149.6599,149.61,96,3717,149.632195,0
149.61,149.61,149.61,149.61,55,1412,149.612921,1
149.61,149.48,149.615,149.48,116,4823,149.556744,0
149.45,149.49,149.52,149.45,88,5352,149.480579,0
149.5,149.51,149.53,149.46,104,4509,149.502313,0
149.505,149.55,149.56,149.505,148,10793,149.529233,0
149.56,149.585,149.59,149.55,73,2651,149.574987,0
149.605,149.61,149.65,149.605,81,3306,149.629781,0
149.59,149.62,149.62,149.57,48,1859,149.593003,1
149.63,149.61,149.63,149.605,67,2033,149.612947,1
149.62,149.58,149.6231,149.58,70,3271,149.608238,1
149.56,149.49,149.59,149.49,172,9545,149.53042,1
149.49,149.45,149.514,149.45,68,2667,149.496567,0
149.47,149.47,149.52,149.47,67,3011,149.496359,1
149.48,149.46,149.51,149.46,51,2119,149.490505,0
149.49,149.51,149.52,149.47,84,4792,149.493491,0
149.5096,149.51,149.52,149.48,68,4546,149.506414,1
149.5,149.495,149.52,149.49,70,5043,149.511546,0
149.5,149.5,149.51,149.475,57,2945,149.498676,1
149.52,149.48,149.52,149.47,95,9149,149.488791,0
149.48,149.48,149.49,149.45,43,2673,149.468341,1
149.48,149.47,149.49,149.46,48,2206,149.474349,1
149.47,149.41,149.47,149.41,87,3891,149.436662,1
149.39,149.36,149.405,149.35,156,7421,149.380375,0
149.35,149.367,149.39,149.32,111,6182,149.351817,0
149.38,149.41,149.41,149.3717,86,5691,149.391869,0
149.39,149.41,149.41,149.39,53,1367,149.395917,0
149.425,149.44,149.45,149.4118,84,4768,149.433072,0
149.4436,149.46,149.46,149.42,51,2208,149.444001,1
149.48,149.41,149.49,149.3962,98,5112,149.460681,0
149.4,149.46,149.46,149.4,62,2755,149.432295,1
149.4423,149.425,149.46,149.425,61,3865,149.44494,0
149.41,149.4537,149.4537,149.398,89,4333,149.418657,1
149.45,149.42,149.45,149.42,77,2303,149.442825,0
149.44,149.5,149.5,149.44,46,1794,149.469858,1
149.5024,149.46,149.5024,149.45,66,2191,149.468572,1
149.46,149.43,149.46,149.43,46,2193,149.44064,0
149.44,149.43,149.4444,149.4035,93,6698,149.425328,0
149.42,149.43,149.45,149.41,59,2389,149.429185,1
149.42,149.41,149.42,149.41,23,513,149.416671,1
149.38,149.3917,149.41,149.38,38,1396,149.397669,1
149.4,149.37,149.43,149.37,119,5581,149.383162,0
149.36,149.4,149.4,149.35,76,5196,149.366736,1
149.3925,149.37,149.395,149.34,90,3189,149.368195,1
149.365,149.352,149.365,149.3301,51,2216,149.344369,1
149.35,149.3316,149.3573,149.33,61,2559,149.342582,0
149.33,149.37,149.38,149.322,77,4062,149.346182,0
149.385,149.38,149.4,149.37,80,3371,149.384203,0
149.39,149.4,149.405,149.38,43,2644,149.393201,0
149.39,149.4342,149.44,149.39,49,2212,149.412962,0
149.43,149.49,149.495,149.43,72,2691,149.470842,0
149.49,149.51,149.51,149.4603,62,2256,149.490972,1
149.51,149.49,149.51,149.485,66,2955,149.492496,0
149.5,149.54,149.55,149.5,104,3989,149.532389,1
149.55,149.5,149.55,149.5,41,1113,149.52744,0
149.51,149.505,149.51,149.49,48,2137,149.500259,0
149.52,149.53,149.545,149.52,55,2653,149.526391,0
149.54,149.56,149.56,149.52,97,3315,149.532284,1
149.56,149.5101,149.565,149.5101,109,3111,149.539637,0
149.54,149.55,149.55,149.5002,63,2665,149.52294,0
149.56,149.5561,149.56,149.5132,74,3103,149.540185,0
149.55,149.5706,149.58,149.525,79,9495,149.557703,1
149.57,149.53,149.57,149.52,76,2838,149.554975,0
149.54,149.61,149.6101,149.54,193,18184,149.572182,0
149.6,149.61,149.62,149.59,112,5598,149.605337,1
149.615,149.58,149.615,149.58,65,3421,149.598929,0
149.58,149.59,149.59,149.56,68,3958,149.57181,0
149.59,149.61,149.62,149.59,69,3003,149.612007,1
149.59,149.59,149.61,149.59,60,1741,149.595765,1
149.58,149.58,149.58,149.55,67,3295,149.565586,1
149.56,149.56,149.57,149.55,80,2570,149.563428,1
149.5602,149.521,149.57,149.521,67,3940,149.550768,1
149.53,149.515,149.53,149.4903,91,3772,149.511578,1
149.52,149.5,149.52,149.5,61,2026,149.509862,0
149.51,149.52,149.52,149.5,79,2394,149.511625,1
149.49,149.51,149.52,149.48,92,12063,149.51215,0
149.5,149.51,149.51,149.495,44,1479,149.50569,0
149.53,149.54,149.5499,149.52,86,2917,149.537928,0
149.555,149.54,149.565,149.54,37,1173,149.553492,1
149.545,149.53,149.55,149.53,58,2121,149.537058,1
149.5,149.4904,149.51,149.4904,51,1736,149.504495,0
149.5,149.515,149.515,149.5,60,1316,149.506417,1
149.4925,149.4897,149.53,149.4897,58,2096,149.499259,1
149.485,149.485,149.52,149.48,36,1631,149.495245,1
149.48,149.47,149.48,149.46,62,2621,149.470211,1
149.44,149.42,149.44,149.4,76,2880,149.427113,0
149.42,149.42,149.43,149.3916,59,1974,149.415446,1
149.4,149.3735,149.41,149.37,92,3469,149.390635,0
149.375,149.39,149.4,149.375,50,1776,149.387717,0
149.41,149.4,149.41,149.38,85,3520,149.396677,1
149.41,149.39,149.42,149.38,75,2337,149.401636,0
149.41,149.51,149.51,149.405,145,6888,149.441033,1
149.5,149.465,149.5,149.465,84,3760,149.479369,1
149.46,149.44,149.46,149.42,110,3497,149.438408,1
149.41,149.41,149.415,149.4,65,1701,149.410077,1
149.41,149.37,149.41,149.37,59,1608,149.394823,0
149.36,149.4,149.4,149.36,84,2732,149.375641,0
149.38,149.41,149.41,149.38,61,1980,149.388023,0
149.43,149.45,149.45,149.42,86,3009,149.435167,0
149.45,149.5072,149.5072,149.45,45,1394,149.476352,1
149.49,149.48,149.49,149.48,47,1376,149.486465,1
149.46,149.45,149.46,149.43,70,2325,149.451883,1
149.453,149.41,149.453,149.41,43,1795,149.431333,1
149.3741,149.37,149.385,149.37,63,3068,149.382223,0
149.38,149.38,149.43,149.38,79,3494,149.401032,0
149.38,149.39,149.4,149.38,110,7884,149.398141,0
149.39,149.39,149.39,149.37,63,1899,149.383952,1
149.38,149.36,149.385,149.36,73,1763,149.376435,1
149.35,149.33,149.351,149.32,88,4358,149.34086,1
149.34,149.31,149.35,149.31,82,2736,149.33323,0
149.32,149.35,149.355,149.32,59,2438,149.339384,0
149.35,149.38,149.39,149.35,74,3257,149.371492,0
149.38,149.38,149.39,149.36,72,1711,149.375943,1
149.36,149.37,149.3917,149.36,78,2855,149.379471,1
149.38,149.3667,149.39,149.36,51,1722,149.370101,1
149.369,149.34,149.369,149.33,43,1719,149.348664,0
149.33,149.34,149.34,149.33,44,988,149.3348,1
149.34,149.3,149.34,149.3,67,2167,149.323985,1
149.305,149.29,149.31,149.29,60,2031,149.308376,0
149.28,149.32,149.33,149.28,74,2855,149.313219,0
149.32,149.33,149.35,149.32,51,2448,149.319342,0
149.32,149.36,149.4,149.32,167,9897,149.370193,1
149.355,149.35,149.39,149.34,124,4495,149.36445,0
149.35,149.37,149.37,149.35,37,1452,149.36101,1
149.37,149.33,149.3701,149.33,54,1608,149.35131,0
149.32,149.35,149.35,149.32,48,2313,149.333041,0
149.355,149.37,149.37,149.35,55,1566,149.358155,1
149.36,149.3609,149.37,149.35,51,1861,149.366459,0
149.38,149.38,149.4,149.38,53,2313,149.383746,1
149.39,149.37,149.39,149.3687,55,2047,149.378637,1
149.3733,149.34,149.39,149.34,65,2801,149.373387,0
149.348,149.35,149.355,149.34,50,1582,149.346593,1
149.35,149.3301,149.35,149.3301,43,1661,149.33986,0
149.34,149.34,149.34,149.31,59,2940,149.326797,0
149.35,149.35,149.35,149.33,48,1479,149.343757,0
149.35,149.36,149.36,149.33,87,4774,149.348703,1
149.355,149.35,149.36,149.3401,64,2725,149.350842,0
149.35,149.355,149.36,149.33,56,2588,149.343851,1
149.3537,149.33,149.3537,149.33,51,3235,149.33774,0
149.335,149.3301,149.345,149.33,38,1740,149.338039,0
149.345,149.36,149.3759,149.345,69,2324,149.361991,0
149.36,149.37,149.38,149.35,60,3559,149.365316,0
149.37,149.4,149.4,149.36,111,5788,149.377794,1
149.395,149.38,149.4,149.37,115,6623,149.390356,0
149.39,149.4,149.405,149.38,73,4301,149.398888,0
149.41,149.41,149.425,149.41,43,1651,149.41431,0
149.4,149.425,149.425,149.4,63,2844,149.408986,0
149.43,149.43,149.44,149.42,64,2252,149.429679,1
149.4463,149.395,149.4463,149.38,71,3063,149.411142,0
149.3984,149.4027,149.4045,149.38,118,4198,149.39706,1
149.39,149.4,149.4,149.39,48,2490,149.39319,0
149.41,149.42,149.42,149.3952,67,2422,149.4113,0
149.42,149.45,149.46,149.41,70,4993,149.432845,0
149.47,149.49,149.49,149.465,97,4509,149.476823,0
149.5,149.555,149.555,149.495,138,7281,149.523675,1
149.555,149.53,149.56,149.53,64,2375,149.550117,0
149.525,149.57,149.58,149.52,118,4744,149.545544,1
149.56,149.56,149.56,149.53,86,4456,149.543741,0
149.57,149.56,149.57,149.5401,55,2680,149.549926,0
149.56,149.57,149.57,149.54,63,2336,149.562621,0
149.57,149.57,149.59,149.55,45,1909,149.568827,0
149.58,149.58,149.5965,149.57,74,2599,149.582998,1
149.57,149.53,149.58,149.53,91,3100,149.558647,0
149.5408,149.5509,149.555,149.53,95,3375,149.549006,0
149.55,149.57,149.57,149.54,77,3572,149.554781,1
149.57,149.54,149.5813,149.54,86,2019,149.567444,1
149.54,149.4682,149.55,149.46,101,3372,149.495229,0
149.45,149.49,149.49,149.45,87,3564,149.464801,0
149.495,149.55,149.55,149.495,82,3338,149.521136,1
149.54,149.53,149.56,149.53,59,1997,149.545111,1
149.5,149.485,149.5,149.48,49,2346,149.486788,0
149.48,149.5181,149.53,149.48,48,1956,149.5041,0
149.51,149.52,149.53,149.49,68,3156,149.506438,0
149.52,149.5359,149.5359,149.495,69,3454,149.512439,0
149.53,149.55,149.56,149.53,63,3740,149.552309,1
149.57,149.53,149.57,149.52,55,2045,149.542294,0
149.54,149.53,149.54,149.515,38,1590,149.531219,0
149.53,149.54,149.54,149.5,112,5467,149.517605,1
149.5301,149.53,149.55,149.52,44,1623,149.533897,0
149.52,149.53,149.54,149.5076,89,3416,149.528304,0
149.535,149.54,149.57,149.535,83,3036,149.549685,0
149.55,149.5762,149.5762,149.54,89,11411,149.549323,1
149.57,149.565,149.57,149.535,86,2952,149.552164,1
149.56,149.51,149.56,149.495,86,3292,149.527612,1
149.5,149.495,149.5,149.49,38,1697,149.498978,0
149.49,149.55,149.5587,149.49,98,4520,149.522558,1
149.54,149.535,149.5492,149.52,56,2076,149.538965,1
149.55,149.52,149.56,149.5,102,3995,149.538588,0
149.52,149.52,149.53,149.5,74,3630,149.516627,0
149.5101,149.525,149.53,149.4915,62,6652,149.51288,1
149.53,149.52,149.53,149.52,41,1332,149.5281,0
149.51,149.52,149.53,149.49,60,2154,149.51679,1
149.525,149.5,149.53,149.5,56,2380,149.515171,0
149.495,149.52,149.52,149.485,81,3304,149.503119,1
149.5,149.5,149.505,149.49,32,1150,149.501003,1
149.5,149.495,149.515,149.495,57,2411,149.508417,1
149.49,149.4902,149.51,149.4844,60,2147,149.495997,0
149.49,149.5164,149.5164,149.49,68,2311,149.504516,0
149.51,149.57,149.57,149.5077,61,6039,149.520809,0
149.57,149.62,149.62,149.57,66,2494,149.595443,1
149.6,149.605,149.62,149.6,55,2881,149.607092,0
149.59,149.64,149.64,149.5886,112,8519,149.621553,1
149.65,149.6377,149.65,149.62,57,3020,149.642822,1
149.62,149.61,149.645,149.61,50,2194,149.623649,0
149.625,149.61,149.625,149.61,45,1826,149.618253,0
149.61,149.61,149.63,149.6,64,2701,149.61737,0
149.61,149.63,149.635,149.6,85,3858,149.622353,0
149.62,149.64,149.67,149.62,85,2508,149.644777,0
149.65,149.642,149.65,149.63,35,1558,149.642893,0
149.64,149.65,149.65,149.635,77,2383,149.646682,1
149.65,149.61,149.65,149.6,73,2546,149.611453,1
149.55,149.54,149.56,149.54,76,2227,149.550846,1
149.54,149.53,149.55,149.48,103,5367,149.519473,1
149.5,149.5,149.5334,149.48,104,5169,149.507481,1
149.49,149.48,149.5,149.479,97,3570,149.489049,1
149.49,149.4001,149.49,149.4001,86,3810,149.458799,1
149.41,149.4,149.41,149.38,101,3293,149.395037,0
149.39,149.44,149.44,149.39,62,2871,149.408761,0
149.43,149.46,149.46,149.43,62,3015,149.447487,1
149.4656,149.42,149.4656,149.41,96,3794,149.430906,0
149.41,149.43,149.44,149.41,74,3471,149.419633,0
149.45,149.45,149.46,149.44,69,2534,149.450286,0
149.467,149.48,149.49,149.467,79,4208,149.479555,0
149.48,149.48,149.5,149.4686,71,3534,149.481341,0
149.4897,149.4944,149.5,149.48,57,2258,149.4942,1
149.485,149.48,149.49,149.47,60,2133,149.487821,1
149.4401,149.46,149.465,149.4401,61,3347,149.457034,0
149.4584,149.475,149.475,149.45,43,1948,149.467816,0
149.475,149.5,149.51,149.46,92,3056,149.488764,0
149.5,149.53,149.53,149.49,95,3601,149.504715,1
149.53,149.5,149.53,149.48,94,4529,149.493744,0
149.4901,149.51,149.52,149.4901,58,3302,149.50449,0
149.5,149.54,149.55,149.49,125,6175,149.519694,1
149.5226,149.51,149.5226,149.49,65,2452,149.507189,1
149.51,149.46,149.51,149.455,181,12995,149.481283,1
149.46,149.44,149.48,149.425,107,4497,149.458728,1
149.435,149.4217,149.44,149.4217,47,1915,149.43133,0
149.42,149.425,149.44,149.3924,70,3729,149.421781,1
149.41,149.39,149.4222,149.39,84,4536,149.409042,1
149.39,149.3464,149.4,149.3464,76,2971,149.371672,1
149.35,149.3,149.37,149.295,104,4004,149.323923,0
149.3,149.3358,149.34,149.3,116,3699,149.318337,1
149.34,149.3,149.34,149.3,88,2832,149.31884,0
149.29,149.34,149.35,149.29,103,5644,149.324221,1
149.33,149.32,149.33,149.3,103,6050,149.34217,1
149.32,149.285,149.33,149.285,101,4530,149.304966,0
149.28,149.33,149.33,149.27,133,6220,149.294781,1
149.35,149.31,149.35,149.26,191,8980,149.298637,0
149.31,149.33,149.33,149.28,134,7687,149.305879,0
149.33,149.38,149.38,149.33,115,8527,149.354529,0
149.38,149.39,149.4,149.34,140,6479,149.378981,0
149.4,149.43,149.43,149.36,93,4445,149.387537,1
149.43,149.4066,149.43,149.4066,116,4520,149.419662,0
149.41,149.42,149.42,149.41,116,6536,149.412429,0
149.44,149.51,149.51,149.44,169,11950,149.449213,1
149.5,149.48,149.5,149.45,113,5678,149.477676,0
149.48,149.5,149.505,149.47,99,4809,149.490553,1
149.495,149.475,149.5,149.455,152,8397,149.475378,0
149.48,149.48,149.48,149.46,146,8659,149.47337,0
149.49,149.48,149.505,149.47,222,13295,149.485617,0
149.49,149.49,149.505,149.48,191,10276,149.492781,0
149.5,149.52,149.52,149.48,145,8121,149.498816,1
149.52,149.38,149.52,149.36,461,29023,149.407424,0
149.38,149.4,149.41,149.38,152,9853,149.396062,1
149.39,149.35,149.39,149.34,144,13011,149.393032,1
149.355,149.33,149.36,149.33,110,7468,149.342095,0
149.335,149.4198,149.42,149.335,257,14316,149.374132,1
149.4,149.38,149.41,149.365,285,16778,149.394914,1
149.38,149.32,149.38,149.3101,262,23920,149.346034,0
149.32,149.39,149.4244,149.32,367,26240,149.38539,1
149.39,149.38,149.425,149.37,295,21303,149.391952,0
149.42,149.44,149.49,149.35,601,58545,149.406506,1
149.54,149.36,149.54,149.36,37,503228,149.360155,0
149.36,149.36,149.36,149.36,18,28798,149.361989,0
149.36,149.36,149.36,149.36,4,1935,149.358656,1
149.11,149.1,149.11,149.1,7,465,149.110172,0
149.36,149.36,149.36,149.36,1,6951,149.36,1
149.13,149.13,149.13,149.13,1,200,149.13,0
149.16,149.16,149.16,149.16,1,100,149.16,1
